gene	0 somites	05 somites	10 somites	15 somites	20 somites	30 somites	larval-2dpf	larval-3dpf	larval-5dpf	larval-10dpf
OSBPL8	40.1791441	246.3112473	156.8199927	176.1087985	184.9192913	326.3162957	488.7249162	1241.935247	797.796292	1611.948096
RERG	0	16.94022074	2.599015692	10.41547447	4.924795049	8.856521335	150.4794393	166.2090508	570.6116335	347.3272657
SCYL2	156.1801036	475.8940494	422.7204278	557.8289418	710.7393763	794.3731708	1639.507849	2931.523901	3235.133529	3361.16448
STMP1	289.4832363	2752.010545	2113.333847	2796.892994	2783.535101	5612.204104	7755.179816	11299.28443	12609.2378	9311.049929
abcc9	0.854681817	5.377430543	3.176516914	4.697604646	4.575854325	35.11995011	226.7766382	450.4811203	378.1291988	338.7623683
acot14	579.1948141	3140.764558	2153.091821	2995.663887	2156.111443	1354.908972	1381.587257	1466.358805	1234.958853	608.0839287
acot15	35.98936663	268.2807243	354.0515666	433.1347528	220.0222847	564.408307	223.7388441	2077.028407	2924.540518	2712.352052
acot16	2.107070055	10.41033149	7.325843151	13.1008541	8.835281116	9.732425773	33.7044898	184.0128053	279.2200404	78.20891864
acot17	4.576125426	30.24761612	23.16039943	29.62947841	19.39727287	28.05477126	21.64247228	34.88600777	42.78292152	18.8315387
acot18	18.81234027	111.7905577	83.05759546	157.7182999	157.5931621	379.4908595	574.8702469	1917.680875	2224.956268	1771.505095
acss3	103.0831599	386.2867098	190.2943457	306.946305	478.4053036	416.8579583	627.767723	810.0811496	2866.402169	2571.090058
ada2b	0.227081792	0.927219478	1.881143378	1.973633499	1.05809	10.35011837	51.50773977	51.26710436	101.1598203	142.5104127
adipor2	445.6321207	1261.1265	770.1559033	1341.433192	2332.534336	2124.616738	8198.357905	18560.02756	23406.89649	18973.44373
adm2a	0	0.868858888	0	0.492979342	1.577504456	20.21948816	124.6023253	45.61193996	179.6205451	116.0751499
aebp2	735.9872422	3678.230275	1991.999282	2087.354641	2411.32798	3242.738656	3522.743484	7082.048167	3725.18913	3860.691211
agbl5	55.83960452	368.2581976	181.3799329	271.5163394	222.3694118	386.3661646	821.2072895	2085.560721	1724.749233	813.8121165
ahcyl2b	235.1604477	2077.046222	1022.994323	1621.39771	1503.943252	2875.512321	4767.075319	9932.439995	7198.922279	8082.97947
akr1b1.1	18.42162433	151.2395643	215.0683552	352.3295099	473.0657951	3752.284972	8228.508385	2412.828608	5987.783633	5966.642343
akr1b1.2	19.61144159	168.1817185	98.33636859	187.4207697	145.2456985	293.7919811	421.921255	2119.390141	11500.71831	10007.99005
aldh1l2	69.02776791	422.6405223	200.3397784	312.5287896	182.8372775	848.8517954	810.605226	836.0929748	470.4504548	287.3604806
alg10	3.858023943	37.96510441	34.94960146	67.50543925	41.56354789	116.8974906	170.4070475	374.9249864	191.0605181	123.2566158
alg12	90.24601124	651.766809	355.7087612	691.9113018	526.692203	1002.640161	1409.637449	1638.712531	1713.435347	1124.28472
ankrd16	34.9241723	314.082215	140.1044896	303.2579903	182.8105163	462.2736315	268.7109338	631.6384002	885.5281366	584.2701755
anks1b	14.74635655	123.8604693	187.5171118	524.7191153	429.6268707	1198.280179	4001.737658	7953.929884	7320.941607	5897.890288
ano2b	1.176174092	4.164510499	4.168882668	3.032153362	9.305260178	35.92071343	213.9089775	2213.771596	1189.523528	1770.060997
ano6	2.454520057	31.6999617	15.53844422	17.11303655	37.9400776	234.2699288	1634.981578	2333.925246	3614.929161	1941.527319
apaf1	51.64840948	285.5305579	188.4178768	303.0063313	570.4385316	667.6451401	2007.166946	2310.268417	2472.458462	1096.748564
apex1	7182.537253	40579.21332	24595.70321	33809.16483	31967.64859	39057.17848	22788.41802	34793.18413	17974.73313	8883.201835
arhgef39	108.4394646	1433.941921	392.8001878	786.2895709	869.1647079	1508.274771	1184.74903	468.0068674	431.3389556	77.46940365
arid2	1249.108973	5495.756381	3171.370226	3776.377044	3362.745117	6369.387333	7586.018625	13207.50696	6826.464451	6723.047991
arl1	701.9384645	5083.687588	2170.854866	3391.213862	2828.055778	5120.744536	5630.466864	11880.84799	9441.035522	7013.314515
asb13a.1	8.025952952	34.63595553	17.00676664	19.28010339	34.32168946	43.00657831	157.8947451	703.4372253	211.8452294	267.8744332
asb13a.2	4.667059858	17.77506173	8.797378187	17.75661003	16.51348836	34.39451004	104.7014024	237.2598028	79.18057543	124.7889427
asb15b	0	0	0	0	0.861613369	3.525284355	13.21676789	11.51387946	9.410141881	2.558146859
ascl1a	23.85166218	197.2337801	200.1199253	491.72032	551.0837405	1505.478303	1669.569404	7978.606037	1662.851259	1537.80054
atp23	154.4336837	1261.814599	478.1399852	842.5420483	858.6402015	1663.244981	1188.14191	2228.100441	1926.480016	1183.325793
atp2b1a	417.7298714	3282.271039	2093.693873	5530.859571	2950.875723	15283.91463	10329.97343	28490.86709	15085.99918	17675.55345
atp5f1c	1457.071318	14562.82918	7129.812081	14588.38422	12307.15496	37668.11835	29893.05646	50820.67958	35205.65013	22823.5673
atp6v1e1b	93.79381921	1353.724535	821.2495938	2489.358571	2211.65127	8199.215459	10183.64241	55094.18496	15452.22125	19094.73622
atp6v1f	173.1388819	1192.474671	913.3499542	863.8549035	516.1894286	1041.913134	1037.553572	4882.918803	2175.155621	3404.305524
atxn10	6.179255346	22.24839083	29.26370339	36.77071894	43.09972856	65.62425274	74.99535507	90.12934611	147.7044308	96.22563836
atxn7l1	2.226372011	10.95582412	14.00757749	17.8242816	25.43630274	46.78169819	174.9229464	389.7504022	407.2661008	283.6478649
avpr1ab	0.731248336	0.651161561	1.533300853	1.283096495	5.664109533	94.46977557	669.5767886	1413.158686	2999.462876	1534.219325
avpr2l	0.111456623	0.165439658	0.154547557	0	0.876685273	0	5.729696762	0	0	0.842459986
b2m	91.11416003	2263.150289	60.93664866	37.1542124	142.3520295	82.47213141	434.4179357	429.1602252	583.9748795	566.9003114
b4galnt3a	0	0.796682371	0.216059612	1.002555274	0.597426838	6.769924539	30.54654151	122.5705267	856.8901978	272.9304671
bcap29	67.64873245	830.720566	453.1722072	807.7308772	546.2947521	1179.128744	1980.170079	1714.807171	3732.077483	1709.53242
bcat1	4.691720995	84.16448513	43.04835256	79.93965743	44.81378488	169.3159459	203.7808745	3152.230906	597.9195463	3030.257644
bik	31.95298658	30.09347699	140.2529973	32.11373146	267.465802	209.2492521	521.6364604	1425.347185	2671.517148	1819.221644
braf	100.969464	514.829755	237.042738	287.0417505	364.6332472	611.4480455	1716.327766	2564.376396	1716.148748	1533.929874
brd1a	250.6303651	1395.53314	915.9758771	1073.152008	1140.935642	2109.057276	3837.853858	6481.997711	3680.672015	2422.578946
btbd11a	5.090187348	51.0458819	81.67451348	108.4468955	74.04546843	228.8530789	655.8713416	969.7564677	1420.570489	711.452424
btg1	2116.323436	12295.10742	10173.91466	16535.3571	15799.69309	18345.72797	48065.98794	124599.252	140810.0204	106136.4849
cacna1c	1.156885515	12.00562268	11.56354626	18.96277961	30.36461337	67.95074789	278.7476036	1109.752681	985.3651493	793.2483076
cacna2d1a	5.092741348	27.51479383	31.18263437	75.14237058	38.19668674	399.3608892	542.8264553	690.1781045	928.2103002	523.6008601
cacna2d4a	18.75398816	77.63189032	49.7604562	45.89675733	20.61707798	18.59295586	34.19547416	758.0201993	95.5661203	267.7371336
cacna2d4a-1	7.261760531	48.43055972	31.12170983	29.87346243	8.954499382	19.79222977	28.77322807	760.073889	77.23034561	215.946069
cald1a	47.06678162	790.5088406	1142.491996	2953.287478	2106.502737	4547.352935	16501.52881	34634.63357	34397.22185	24256.06835
calua	153.2773932	2827.615109	1509.368954	4620.919117	3367.635511	8452.664346	25132.38091	19963.00971	10645.7296	4875.923891
camk1da	0.168228386	2.093000002	3.667215188	10.2781744	9.130361663	73.98880562	179.5557692	1388.449999	444.1282152	1346.019455
cand1	1156.447351	7298.548935	3885.743646	5945.202937	5328.022121	11829.30272	11793.81983	16350.60535	13777.29707	8572.823106
caprin2	14.20733079	60.08127059	38.97818152	22.43296611	20.53552902	35.72101225	31.40773472	33.719186	39.0040936	32.57527516
casc1	2.579913881	32.95263523	14.98995228	66.22892296	73.29077402	77.99037345	276.0723522	147.1331732	289.9615929	117.7564807
cax1	6.755123899	21.39884081	17.39488473	17.83787732	162.8004455	346.1509212	809.3845878	10.97111203	114.1039874	120.8549837
cbll1	424.1016921	1513.139332	848.9833723	976.0603232	1163.133712	1270.2697	1587.055955	2435.195712	1992.501365	1592.80617
ccdc136b	1.479547259	3.653793888	4.427086274	7.902156416	7.144114531	67.46276131	307.3260165	1590.737528	874.5502602	1394.725662
ccdc146	3.184830585	53.91829592	45.79034872	117.5416729	79.31030389	226.2572219	1153.244871	481.7456282	1147.788772	399.4706047
ccdc167	94.01301468	951.7389982	445.0465311	891.7353475	865.1705275	2209.204697	2375.436974	5146.627433	4004.721516	2836.204002
ccdc3a	3.890340691	155.3675203	145.4340976	345.8253794	226.818104	491.9641462	1131.256442	455.8527061	562.2229094	469.2243866
ccdc59	869.4182043	4891.035434	3103.779195	4910.387186	3836.571454	5496.020023	3507.479519	5830.491632	6522.208392	6677.879454
ccdc87	0.158715029	8.751660366	5.792940995	9.590820806	6.260915262	15.42585178	118.2213702	81.35585058	148.5261043	38.29448919
ccnc	206.5446123	1177.460639	560.710796	839.7169098	864.0667445	1172.05415	1736.569068	3751.742458	2089.887637	1750.54075
ccnd2b	2.757179432	48.49393546	52.38633033	80.6998988	91.79435346	117.0336791	367.4089013	954.6752096	1847.143133	721.777975
cd36	0.272776245	4.811247892	0.941745696	3.965752139	1.426027314	12.11701343	54.95782855	1145.445219	1277.199575	2114.671879
cd9b	814.2563581	4461.946082	3689.352001	5111.017288	7159.798001	4416.145864	9381.59324	7710.691468	26508.46432	15161.59093
cdc123	133.6843364	827.5184228	630.1913527	1183.823922	1108.677137	1474.708953	1442.333218	3205.694535	3142.412592	2390.43334
cdk17	30.50645049	104.3914672	105.3753889	178.6462333	168.6994069	342.596244	736.1181715	1126.979411	1350.608355	1311.821707
cdkn1ba	76.4189171	204.3699808	735.5025321	864.2133511	564.6305524	1187.100609	2172.667351	6801.361058	6487.150025	6043.658002
cdnf	2.727525454	13.93960793	6.320796547	11.56336515	17.37086302	173.9587986	240.8148436	36.91057994	149.998269	24.29105043
celf2	11.89551393	203.0626686	548.6330648	1423.86849	2125.646045	5572.378169	9980.010606	40113.63484	15777.97663	17833.11687
celsr1a	600.0485328	1846.3738	989.8224756	1336.062789	1449.229132	1904.292687	4275.215314	2967.259334	5876.999946	1866.640481
cep83	29.52107385	526.2959194	292.9275042	672.5306088	406.6911717	1036.640401	1049.612893	1710.57708	1651.56882	739.1386132
cerk	4.076864674	25.12371393	30.14598359	26.33664229	28.12793441	61.39630114	178.7417548	391.8762061	286.5455595	391.9130356
chchd3a	53.67812031	335.689435	75.57702722	230.8581573	319.7445699	2387.390344	3609.306051	5874.132899	8618.459409	7145.837741
chpt1	164.9581598	1233.007876	1135.154874	1777.525984	1246.592991	3006.480437	3249.738778	4129.573817	5058.788041	2588.516358
chrm2a	0	1.811552413	1.344718189	5.043054305	0.776495998	25.07665996	187.0455131	1240.965507	743.5286795	668.757336
chst11	11.00996805	95.26592639	67.88628049	193.690015	207.4972973	682.3347166	516.3409839	881.4035148	499.7558745	392.7766697
cmah	7.003046878	4.023572172	63.48661487	17.33500668	242.7137296	66.13890149	1349.845486	1553.335548	2333.695411	723.8439661
cmasa	70.8067592	441.3507354	292.4228597	494.5923402	519.4250493	1387.426525	5182.346508	2445.073917	3040.817359	1601.800558
cnot4b	108.4138768	614.7945889	352.2308896	525.8214453	665.9832819	1304.438624	1836.168641	3546.68019	4293.537218	2470.425002
cntn1b	0.619897431	1.30466001	3.468756984	3.272879421	7.405348662	21.83450769	127.0317374	6605.062372	351.5740558	1470.027691
coa6	365.8548587	2738.426604	1639.555157	3230.167295	3031.354542	7794.794636	5787.836455	10792.61728	15519.58019	11018.61889
cog5	61.47035506	338.2912137	196.1876148	290.4330418	334.6903451	556.3187062	1044.595721	1681.93554	1112.411837	728.4010328
col7a1l	13.56840806	288.9949699	559.3370119	1368.377745	1787.765507	1835.460594	3572.905212	1066.700336	2492.842989	273.9259355
copg2	432.9212155	2695.898069	1459.649898	2814.766286	3053.254726	3646.301818	8050.164758	10010.70308	8983.931253	6067.488131
cped1	3.12179898	8.798781444	12.48592089	25.80391018	25.79057637	201.4189923	1086.080783	1543.358831	2625.032286	2487.032089
cpm	281.547553	1004.734346	412.1493701	369.5954421	357.4379549	450.7945674	1197.877802	1608.877269	2473.84797	1187.203741
cpsf6	3865.053382	16169.93353	8331.562735	11357.00788	11695.49027	15589.3432	18348.13886	31372.0213	19869.87192	17327.08421
cracr2ab	8.648070119	59.57659999	19.65769304	3.886403794	8.776179675	119.7442239	358.9245927	126.217639	211.9858317	129.0377623
cradd	7.152810032	48.13069241	75.56013142	57.93920945	97.44001501	187.8413647	208.2496051	873.5362844	319.186158	289.7248267
creb3l2	175.2325084	1320.96631	1070.307188	1523.156019	1554.123018	2332.751592	9271.288842	10033.85494	14884.42215	8031.500856
crebl2	53.08937523	189.9410794	165.2580575	160.9314774	274.528743	347.5340952	1145.739106	3309.129734	2504.260408	3263.196192
creld2	59.54627474	669.5424659	419.2883638	947.1358855	706.5643233	1753.91941	2572.118176	1758.797617	908.7259276	884.206374
cry1a	130.175315	506.3891439	528.4634935	1104.157623	1634.424391	479.446362	4322.819497	9735.896874	28985.10981	24030.34237
crybg1b	48.49473043	164.9932081	280.3027322	571.5836215	1090.944777	853.1292042	3844.818597	4769.158319	10693.35301	3117.733694
csrp2	143.1006982	454.0917976	264.8467983	389.3802429	408.2546173	1276.046293	4816.045075	8057.213329	11341.5516	10545.74832
cwf19l1	421.0954681	3140.169155	1213.712374	1637.199813	1390.753853	2088.36301	2282.380007	2738.075274	2589.853283	1482.338347
cyb5r3	15.98090187	80.90737297	172.7877306	337.3037119	658.0956614	1113.552364	2581.098757	3352.384266	4094.381688	1941.226299
dclre1c	24.82315201	194.0448811	53.90737047	95.91263685	185.4788797	334.734714	504.5563645	757.2824744	662.4245427	751.905562
dcn	0.803198545	25.70721904	104.1895646	860.2922215	1162.30765	4913.360038	36947.23904	34974.35494	51155.2961	17720.71563
dcp1b	125.176975	681.6661815	397.7096709	579.5007548	568.5903923	819.8054239	1103.861725	1380.035734	1603.91074	1530.536228
def6c	5.378085529	29.70945862	39.06692051	104.1522614	81.08355025	370.0893383	550.9835519	298.5335104	1384.666449	318.0147308
dennd5b	145.3191478	644.3924209	492.6039866	734.3844116	1139.708815	1460.996713	2022.942203	6026.347049	2337.957195	3082.496974
dennd6b	42.2901353	189.2765976	126.6193574	157.2736793	157.758401	354.8902694	439.3899249	1873.170789	481.4360512	657.7555283
dera	6.211925863	52.64509028	21.63784913	73.1814623	118.1502254	896.3157603	1198.134515	1301.971378	5419.478186	3061.835422
dmtf1	127.5407089	656.3501076	391.2149763	440.9983717	539.3274094	929.2002423	1347.045356	2399.531655	1604.858153	1221.518949
dnajb9b	2.990680877	30.37780474	35.80489953	78.69577347	37.65478368	128.5018584	204.1560744	342.9960522	219.6396025	545.6657005
dnajc2	1068.004149	6604.985515	2840.423032	4519.019861	3526.072155	5674.531811	3643.401621	3589.955732	4122.125467	3563.536983
dock4b	146.7505107	626.0903776	399.5532273	480.3553747	512.3641998	833.4829077	2747.340774	4709.392161	3304.685367	2284.699892
dpysl5b	6.401981591	14.76839331	31.09236503	46.08163426	37.66114623	159.8924164	523.2767832	7313.527962	1388.547734	3564.750316
dram1	0.975771556	1.117433904	2.032748314	5.977341974	3.687647593	2.915582434	6.734271104	14.59762141	44.24218294	24.61008919
drd4-rs	1.253377733	6.838540589	15.38005847	17.05748339	20.70703454	85.43319889	49.44198925	578.4026605	151.5976918	240.0737831
dre-let-7a-3	0	0	0	0	0	0	1.639612998	0	0	1.427830409
dre-let-7b	0	0	0	0	0	0	0	4.069132263	4.85399597	13.32945185
dre-mir-129-1	0	0	0	0	0	0	0	0	0	1.290655567
dre-mir-182	0	0	0	0	0	0	0	0	0	0
dre-mir-183	0	0	0.188561837	0	0.438859882	0	0	3.973165958	0	3.899998861
dre-mir-29b-2	0	0	0	0	0	0	0	0	1.845358941	0
dre-mir-430a-11	0	0	0	0	0	0	0	0	0	0
dre-mir-430a-16	0	0	0	0	0	0	0	0	0	0
dre-mir-430a-16-1	0	0	0	0	0	0	0	0	0	0
dre-mir-430a-2	0	0	0	0	0	0	0	0	0	0
dre-mir-430a-2-1	0	0	0	0	0	0	0	0	0	0
dre-mir-430a-2-2	0	0	0	0	0	0	0	0	0	0
dre-mir-430a-2-3	0	0	0	0	0	0	0	0	0	0
dre-mir-430a-2-4	0	0	0	0	0	0	0	0	0	0
dre-mir-430a-2-5	0	0	0	0	0	0	0	0	0	0
dre-mir-430a-2-6	0	0	0	0	0	0	0	0	0	0
dre-mir-430a-2-7	0	0	0	0	0	0	0	0	0	0
dre-mir-430a-4	0	0	0	0	0	0	0	0	0	0
dre-mir-430a-4-1	0	0	0	0	0	0	0	0	0	0
dre-mir-430a-4-2	0	0	0	0	0	0	0	0	0	0
dre-mir-430a-4-3	0	0	0	0	0	0	0	0	0	0
dre-mir-430a-4-4	0	0	0	0	0	0	0	0	0	0
dre-mir-430b-1	0	0	0	0	0	0	0	0	0	0
dre-mir-430b-1-1	0	0	0	0	0	0	0	0	0	0
dre-mir-430b-1-2	0	0	0	0	0	0	0	0	0	0
dre-mir-430b-10	0	0	0	0	0	0	0	0	0	0
dre-mir-430b-10-1	0	0	0	0	0	0	0	0	0	0
dre-mir-430b-10-2	0	0	0	0	0	0	0	0	0	0
dre-mir-430b-10-3	0	0	0	0	0	0	0	0	0	0
dre-mir-430b-10-4	0	0	0	0	0	0	0	0	0	0
dre-mir-430b-10-5	0	0	0	0	0	0	0	0	0	0
dre-mir-430b-10-6	0	0	0	0	0	0	0	0	0	0
dre-mir-430b-10-7	0	0	0	0	0	0	0	0	0	0
dre-mir-430b-10-8	0	0	0	0	0	0	0	0	0	0
dre-mir-430b-18	0	0	0	0	0	0	0	0	0	0
dre-mir-430b-18-1	0	0	0	0	0	0	0	0	0	0
dre-mir-430b-4	0	0	0	0	0	0	0	0	0	0
dre-mir-430b-6	0	0	0	0	0	0	0	0	0	0
dre-mir-430b-6-1	0	0	0	0	0	0	0	0	0	0
dre-mir-430b-6-2	0	0	0	0	0	0	0	0	0	0
dre-mir-430b-9	0	0	0	0	0	0	0	0	0	0
dre-mir-430b-9-1	0	0	0	0	0	0	0	0	0	0
dre-mir-430c-1	0	0	0	0	0	0	0	0	0	0
dre-mir-430c-1-1	0	0	0	0	0	0	0	0	0	0
dre-mir-430c-1-10	0	0	0	0	0	0	0	0	0	0
dre-mir-430c-1-11	0	0	0	0	0	0	0	0	0	0
dre-mir-430c-1-12	0	0	0	0	0	0	0	0	0	0
dre-mir-430c-1-13	0	0	0	0	0	0	0	0	0	0
dre-mir-430c-1-14	0	0	0	0	0	0	0	0	0	0
dre-mir-430c-1-15	0	0	0	0	0	0	0	0	0	0
dre-mir-430c-1-16	0	0	0	0	0	0	0	0	0	0
dre-mir-430c-1-17	0	0	0	0	0	0	0	0	0	0
dre-mir-430c-1-2	0	0	0	0	0	0	0	0	0	0
dre-mir-430c-1-3	0	0	0	0	0	0	0	0	0	0
dre-mir-430c-1-4	0	0	0	0	0	0	0	0	0	0
dre-mir-430c-1-5	0	0	0	0	0	0	0	0	0	0
dre-mir-430c-1-6	0	0	0	0	0	0	0	0	0	0
dre-mir-430c-1-7	0	0	0	0	0	0	0	0	0	0
dre-mir-430c-1-8	0	0	0	0	0	0	0	0	0	0
dre-mir-430c-1-9	0	0	0	0	0	0	0	0	0	0
dre-mir-729	0	0	0	0	0	0	0	13.69953434	1.896813295	6.268188529
dus4l	174.2731182	1515.892378	509.9863471	880.1046413	652.5847757	1052.452139	866.9522111	1088.558796	1065.485658	710.0324017
dusp16	115.5437723	337.5088319	219.6007875	281.1747233	368.447808	520.183087	996.6749197	1358.768685	1936.113918	1905.188884
dynlt1	27.80500389	483.0318029	429.9227465	725.3345463	819.410824	1001.148997	1666.884107	2466.446709	1782.508776	2532.397541
dyrk2	346.9867756	1358.92599	1023.874102	1333.442464	1011.069245	2297.686035	3355.6495	6374.429691	6048.023324	4516.504548
e2f7	374.5510602	3057.474545	1209.80165	1285.852557	1695.051245	3016.197189	4020.073509	1672.315948	1361.055405	256.7265725
echdc3	0	1.450322845	0.313898819	5.47558021	2.381090933	2.68662775	0	9.466455485	9.444979216	20.55582005
elk3	16.00391823	135.973033	169.3589759	291.4196368	257.2128163	663.3580246	1746.692844	3163.926535	2509.915152	2042.485931
eps8a	11.1303012	104.987766	33.79069848	61.11051516	62.2557498	127.4985096	305.3440562	1806.762731	1238.418851	4090.853759
epyc	5.695001594	33.30568609	14.75623042	36.28835708	25.34895837	161.3713732	30083.54355	14281.42426	81685.38671	1275.360027
erc1b	0.231021597	1.170809999	0.846352343	1.126782978	1.31389739	4.082447217	21.77354307	12.05033176	27.88905932	9.697301379
etnk1	54.47129112	163.8512527	493.1856245	401.9688542	663.0443252	854.5191898	4606.098654	9455.128166	27840.62692	26095.99636
exoc4	31.02539628	281.4926462	166.2024849	366.6418192	289.657748	754.8171313	1497.685523	2146.172052	1908.320801	1241.647527
fam3c	204.1154237	1427.767277	1094.957037	1268.220768	1292.695213	1331.32025	2712.456453	2515.225172	4281.038602	2432.822038
faxca	2.124135226	3.185776494	3.185201997	6.069855438	11.9829281	46.84273175	37.7864694	810.6702777	211.5729875	469.6998248
fbxl14b	504.0810214	4395.647064	899.3958831	1612.4341	1540.403027	2163.890435	3315.588406	3489.657612	2777.482049	3039.488167
fbxo18	394.0172191	1058.655707	860.3929483	786.1376935	853.7867308	1155.863313	1830.090892	2910.003114	1978.296101	1430.08815
fbxo7	46.19646069	325.2829283	186.8978279	397.9930831	455.6024878	448.7230574	1158.275423	1745.388804	1758.499205	1286.892512
fgd4b	1.99728956	4.078499728	6.749455712	10.25989927	9.274507261	70.01417121	210.7007584	189.1825339	639.6075952	367.661401
fgd6	219.7290188	689.0949892	446.2980199	522.099265	578.6376542	893.4474549	1480.429316	1627.329607	1716.001785	923.205186
fgf23	0	3.412034624	0.740041704	1.217561877	1.552507129	3.204303109	15.78079781	12.34894264	109.4242041	29.15392073
fgf6b	0.185360244	0	0	0	0	2.169581888	12.9161923	7.406143404	0.620770998	11.19360307
fgfr1op2	394.5223943	3978.968629	1741.078956	2902.825049	1976.22129	4957.920319	3707.092654	7581.984742	5762.021924	3749.796647
fgl2a	0.161339749	8.895920849	2.662952867	9.77472377	8.04528748	11.22917973	369.9770252	810.2255734	2934.264059	3507.958283
flncb	32.4322592	251.7517663	265.6400265	686.6886101	323.1924418	2257.738106	1791.172577	1677.643014	2048.34544	907.6315168
foxm1	220.8528531	884.922347	540.1218152	761.2458668	994.7433348	1869.458425	1733.543584	1218.422435	676.7247476	114.3391247
foxp2	108.1218399	361.6693425	156.0714913	251.4506558	314.3241635	529.5061636	2267.102663	14009.23496	4828.140478	5157.145542
